SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q01190000,Q01190000_A,Q01190001,Q01190001_A,Q01190002,Q01190002_A,Q01190005,Q01230101,Q01230102,Q0124
5,1,53,8,2,6,7,5,1,2017,3, ,2000,1,7, , , , , , , , , , 
3,1,56,2,2,6,7,5,1,2020,1, ,3300,3, , , , , , , , , , , 
98,1,49,15, , , , ,1,2021,4,1,1600,1, ,18, ,10.4, ,19.2, ,8,1,3,1
5,1,54,1,2,6,6,4,1,2018,4,1,2400,1, , , , , , , , , , , 
4,1,49,8,1,1,5,5,1,2014,1, ,2400,3, , , , , , , , , , , 
98,1,53,8,2,6,13,13,1,2023,3, ,3000,3, ,11.8, ,9.6, ,17.7, ,10,4, , 
1,1,41,5,97,5,12,12,1,2023,3, ,3000,2, , , , , , , , ,1,4, 
5,1,56,3,2,6,6,3,1,2020,1, ,2000, , , , , , , , , , , , 
98,1,44,1,2,5,10,8,1,2019,3, ,2200,1,7, , , , , , , , , , 
98,1,43,15,2,5,3,3,1,2024,1, ,2500,1,7, ,98,8.9, ,11, ,10,1, ,1
1,1,45,8,2,5,8,5,1,2019,3, ,3000,3, , , , , , , , , , , 
3,1,46,1,2,6,7,6,1,2021,4,1,1600,1, ,16.8, ,14.1, ,16.6, ,9,1,3, 
4,1,49,4,2,4,4,4,1,2013,1, ,1600, , , , , , , , , , , , 
1,1,66,4,2,7,10,10,1,2017,1, ,3300,3, , , , , , , , , , , 
98,1,54,9,2,5,7,6,1,2023,4,1,1600,1,5,14.3, ,13.1, ,17.3, ,8,1,5,1
98,1,49,8,2,5,5,3,1,2016,3, ,1600,1, , , , , , , , , , , 
3,2,35,8,2,4,8,5,1,2017,1, ,1600, , , , , , , , , , , , 
5,1,43,1,2,5,7,5,1,2022,5, , , , , , , , , , , ,3, , 
1,1,48,11,2,5,4,4,1,2016,3, ,2000,1,7, , , , , , , , , , 
2,2,59,15,97,1,4,4,1,2013,1, ,1600, , , , , , , , , , , , 
4,1,63,4,2,6,10,4,1,2023,4,1,1600,1, , ,98,2.8, ,7.1, ,10,4, , 
4,2,41,8,2,5,8,4,1,2013,1, ,1000, ,5, , , , , , , , , , 
3,1,55,13,1,1,3,3,1,2013,1, ,1600, , , , , , , , , , , , 
98,1,36,8, , , , ,1,2021,1, ,1600,1, ,12.4, ,11.1, ,15.7, ,7,1,3,1
5,1,42,8,2,5,6,4,1,2022,6, , ,1, , , , , , , , ,1,3,1
5,1,62,11, , , , ,1,2020,1, ,2000,1,5, , , , , , , , , , 
1,1,66,14,2,7,6,6,1,2014,1, ,3300,1, , , , , , , , , , , 
1,1,64,7,2,6,11,3,1,2018,1, ,1400,1, , , , , , , , , , , 
3,1,42,2,2,5,6,4,1,2013,3, ,2000,1, , , , , , , , , , , 
98,1,39,15,1,1,5,5,1,2019,1, ,2000,1, , , , , , , , , , , 
4,2,48,8,2,6,10,5,1,2021,4,1,2400,1, ,16.2, ,11.6, ,21.7, ,6,1,3,1
2,2,53,1,2,5,5,2,1,2020,5, , , , , , , , , , , , , , 
4,1,34,13,2,4,3,3,1,2021,4,1,1600,1,6,14.3, ,16.4, ,18.6, ,9,3,1,1
5,1,64,8,2,7,10,5,1,2020,1, ,3000,3, , , , , , , , , , , 
98,1,67,1,2,3,11,2,1,2013,1, ,3000,1, , , , , , , , , , , 
98,1,41,8,1,1,4,4,1,2021,1, ,3300,1, ,9.7, ,8.4, ,12.7, ,6,4,1,1
98,1,53,3,2,5,5,5,1,2022,5, , , , , , , , , , , ,1, , 
1,2,44,8,2,5,11,5,1,2022,1, ,2000,3, ,11.5, ,12.5, ,17.3, ,8,1,4, 
2,1,43,15,1,6,5,3,1,2016,3, ,2200,1,7, , , , , , , , , , 
1,1,28,11,2,2,5,4,1,2015,1, ,1600, , , , , , , , , , , , 
5,1,59,16,2,6,7,4,1,2022,2, ,1600, , ,11.9, ,11.1, ,13.7, ,7,1,5,2
1,1,53,1,2,5,11,9,1,2019,1, ,3000,1, , , , , , , , , , , 
5,1,55,4,97,1,10,10,1,2022,4,1,2400,1, ,16.2, ,15.3, ,20.5, ,8,1, , 
1,2,51,3,2,6,9,3,1,2018,5, , , , , , , , , , , , , , 
98,1,63,8,2,7,3,3,1,2018,3, ,2000,1,5, , , , , , , , , , 
5,1,64,8,2,6,10,10,1,2021,1, ,3800,1, , ,98,6.7, ,13, ,6,1, ,1
98,1,60,7,2,6,8,4,1,2022,6, , ,1, , , , , , , , ,1, , 
2,1,62,14,2,6,3,2,1,2015,3, ,2000,1,5, , , , , , , , , , 
4,1,50,8,2,5,8,8,1,2023,1, ,3000,3, ,9, ,9.3, ,13, ,7,1,4, 
98,2,51,8,2,6,4,98,1,2014,1, ,1600, , , , , , , , , , , , 
3,1,51,12,2,5,5,1,1,2014,3, ,1600, , , , , , , , , , , , 
5,2,47,8,2,3,4,1,1,2014,1, ,1600, , , , , , , , , , , , 
4,1,44,8,2,4,6,5,1,2023,5, , , , , , , , , , , ,4, , 
1,2,40,8,2,3,8,3,1,2021,1, ,1600, , ,11.4, ,10.5, ,17.1, ,7,1,5,1
5,1,67,11,2,7,5,4,1,2013,1, ,2000, , , , , , , , , , , , 
4,2,68,3,97,1,3,3,1,2013,1, ,2000, , , , , , , , , , , , 
98,2,41,10,2,4,5,98,1,2023,1, ,3500,1,7, ,98,7.3, ,10.4, ,1,1,4,2
98,1,50,1,1,7,5,2,1,2018,1, ,1000, , , , , , , , , , , , 
4,1,48,5,2,5,5,5,1,2017,1, ,2400,1, , , , , , , , , , , 
98,1,44,8,1,1,5,5,1,2022,1, ,3600,3, ,8.3, ,5.3, ,12.3, ,2,1,4,2
98,1,68,1,2,7,3,3,1,2019,1, ,1600, , , , , , , , , , , , 
1,1,57,5,2,7,7,3,1,2021,1, ,1800,1, , ,98,10.7, ,11.6, ,9,1, ,2
1,1,48,16,2,6,6,4,1,2021,2, ,2000,1,5, ,98,7.8, ,10, ,5,3, ,1
98,1,45,6,1,1,4,4,1,2020,1, ,2500,3, , , , , , , , , , , 
5,2,31,12,2,4,9,2,1,2024,5, , , , , , , , , , , ,1,4,1
3,1,60,4,2,7,10,10,1,2018,3, ,2200,2,5, , , , , , , , , , 
4,1,66,8,97,1,7,7,1,2017,1, ,3800,3, , , , , , , , , , , 
1,1,60,8,2,6,12,10,1,2020,4,1,2400,1, , , , , , , , , , , 
3,2,38,4,1,1,3,3,1,2022,1, ,1500,1, ,11.1, ,11.6, ,12, ,8,4, ,1
1,2,62,8,97,6,10,2,1,2013,1, ,1000, ,5, , , , , , , , , , 
4,1,52,4,2,5,7,5,1,2017,1, ,1500, , , , , , , , , , , , 
4,1,40,8,1,1,5,5,1,2015,3, ,2000,1, , , , , , , , , , , 
2,1,38,15,2,3,7,3,1,2022,5, , , , , , , , , , , ,1,4, 
98,2,41,12,1,1,4,4,1,2023,1, ,1600, , ,11.3, ,10.6, ,17, ,6,4,1,1
98,1,54,15,2,6,12,12,1,2021,3, ,3000,3, , , , , , , , ,5, , 
5,1,39,1,1,1,6,6,1,2022,5, , , , , , , , , , , ,1, ,2
98,1,61,3,2,6,4,4,1,2013,1, ,1600, , , , , , , , , , , , 
98,1,60,13,2,6,8,8,1,2024,4,1,1600,1,5,15.7, ,14.4, ,17.8, ,9,1, , 
3,1,40,4,2,5,6,5,1,2013,1, ,1800, , , , , , , , , , , , 
98,1,65,8,2,6,9,5,1,2021,1, ,1600,1, , ,98,10.7, ,14.7, ,4,1,4,1
1,1,43,10,2,4,7,7,1,2017,3, ,2000,1,5, , , , , , , , , , 
2,1,43,1,2,5,11,11,1,2014,3, ,3000,3, , , , , , , , , , , 
2,1,50,1,2,5,7,4,1,2024,1, ,2500,1,7,9.5, ,9.6, ,12.1, ,5,1,4,1
4,1,60,8,2,6,6,6,1,2013,3, ,2000,1, , , , , , , , , , , 
3,1,41,2,2,4,7,7,1,2017,4,1,1800,1, , , , , , , , , , , 
1,2,38,13,2,4,5,2,1,2015,1, ,1600, , , , , , , , , , , , 
98,1,59,16,2,6,4,2,1,2018,5, , , , , , , , , , , , , , 
98,1,56,11,2,5,6,6,1,2018,3, ,2200,1,9, , , , , , , , , , 
5,2,30,15,1,6,7,2,1,2022,1, ,1000, , , , , , , , , ,4, ,1
5,1,61,8,2,6,5,4,1,2016,2, ,2000, , , , , , , , , , , , 
98,2,44,8,2,5,4,4,1,2015,4,1,2400,1, , , , , , , , , , , 
5,1,60,6,2,6,4,3,1,2013,3, ,2000,1,5, , , , , , , , , , 
4,1,57,4,2,6,10,5,1,2024,1, ,1300,1, ,12.6, ,11.4, ,18.9, ,7,4, ,1
4,1,32,14,1,1,10,10,1,2013,3, ,3000,2,7, , , , , , , , , , 
1,2,42,12,2,4,7,3,1,2013,1, ,1600, , , , , , , , , , , , 
4,2,39,10,2,5,6,3,1,2022,1, ,2000,1, ,10.8, ,5.7, ,13.2, ,8,4,3,2
2,1,42,14,1,1,11,11,1,2022,1, ,2500,1,5, , , , , , , ,1, ,1
5,1,34,3,1,1,3,3,1,2018,2, ,2000, , , , , , , , , , , , 
3,1,43,6,2,4,5,3,1,2019,4,1,2000, , , , , , , , , , , , 
4,1,47,9,2,5,8,8,1,2017,3, ,2200,1,5, , , , , , , , , , 
98,1,49,4,97,4,11,11,1,2020,1, ,2200,1,6, , , , , , , , , , 
98,1,52,8,2,6,10,5,1,2023,1, ,2500,1, ,9.2, ,7, ,10.2, ,6,1, , 
98,1,53,15,1,1,5,5,1,2024,1, ,1300,1, ,12.9, ,15.6, ,18.4, ,9,4, , 
98,1,59,5,2,6,10,6,1,2020,3, ,3300,1,9, , , , , , , , , , 
98,1,54,8,2,6,5,5,1,2015,3, ,2000,2,7, , , , , , , , , , 
98,1,48,12,2,5,11,4,1,2020,1, ,3000,3, , , , , , , , , , , 
2,2,35,4,2,2,10,3,1,2018,1, ,1600, , , , , , , , , , , , 
3,1,58,1,2,6,11,8,1,2019,4,1,2400,1, , , , , , , , , , , 
98,1,58,1, , , , ,1,2013,3, ,1600, , , , , , , , , , , , 
2,1,36,11,2,4,11,11,1,2013,1, ,2400, , , , , , , , , , , , 
98,2,60,15,2,6,4,2,1,2022,1, ,1600,1, , ,98,10.8, ,12.1, ,8,1,4,1
5,1,55,1,2,6,6,6,1,2023,4,1,1600,1,7, ,98,13.4, ,17.6, ,9,1, , 
2,1,43,8,2,4,5,4,1,2020,1, ,1000, ,5, , , , , , , , , , 
3,1,54,8,2,5,13,10,1,2013,1, ,3500,1, , , , , , , , , , , 
2,1,55,2,2,6,10,7,1,2022,1, ,1600,1, , ,98,8.8, ,12.6, ,7,3, ,2
3,1,65,8,2,7,11,8,1,2022,4,1,1600,1, , ,98,12.9, ,18, ,5,1, ,1
1,1,44,12,2,2,5,3,1,2013,1, ,1600, , , , , , , , , , , , 
1,1,42,8, , , , ,1,2014,3, ,1500, , , , , , , , , , , , 
5,2,46,12,2,3,5,2,1,2021,1, ,1600, , , ,98,15, ,15, ,5,1, , 
1,1,52,1,2,6,12,11,1,2022,4,1,2400,1, , ,98,18, ,21.5, ,10,1, , 
5,2,40,12,1,1,2,2,1,2020,1, ,1600,1, , , , , , , , , , , 
3,1,53,6,2,6,9,9,1,2023,4,1,1600,1, ,15.7, ,12.7, ,19.5, ,1,1,3, 
98,1,43,4,2,5,10,6,1,2021,5, , , , , , , , , , , ,3,4,1
3,1,56,8,2,6,11,6,1,2014,1, ,2000,1,5, , , , , , , , , , 
4,1,51,8,2,5,8,5,1,2014,1, ,1600, , , , , , , , , , , , 
4,1,40,8,2,5,5,3,1,2021,3, ,2000,1, ,14.3, ,15.1, ,19.2, ,10,3,1, 
4,1,47,8,2,4,8,6,1,2023,1, ,2400,3, ,9.5, ,8.5, ,11, ,7,5, , 
98,2,51,8,2,5,4,1,1,2015,1, ,1400,1, , , , , , , , , , , 
2,2,36,9,1,1,4,4,1,2018,2, ,1000, ,5, , , , , , , , , , 
98,1,39,1,2,3,9,4,1,2021,1, ,2200,1, ,11.5, ,10, ,17.3, ,7,4,1, 
98,1,40,4,2,3,4,3,1,2024,1, ,3000,3, ,8.1, ,5.8, ,8.7, ,6,3,5,2
1,1,42,11,2,2,8,7,1,2017,2, ,2000, , , , , , , , , , , , 
4,1,64,8,97,7,6,4,1,2013,1, ,2400,1, , , , , , , , , , , 
2,2,39,9,2,5,11,3,1,2016,3, ,2000,1,5, , , , , , , , , , 
98,1,50,4,2,6,8,4,1,2019,1, ,3300,1,7, , , , , , , , , , 
2,1,45,12,1,1,6,6,1,2016,3, ,1500, , , , , , , , , , , , 
4,1,44,7,2,4,4,4,1,2016,2, ,3000,1, , , , , , , , , , , 
98,1,60,3,2,6,7,3,1,2021,3, ,2000,3, ,13.4, ,11, ,19.9, ,9,4,1, 
1,2,36,9,1,7,8,3,1,2016,1, ,2000, , , , , , , , , , , , 
4,1,30,11,1,1,3,3,1,2019,1, ,1600, , , , , , , , , , , , 
4,1,58,1,97,6,13,12,1,2014,3, ,2500,3, , , , , , , , , , , 
4,1,42,1,1,1,4,4,1,2016,1, ,2000,1, , , , , , , , , , , 
5,2,51,7,2,6,5,3,1,2014,1, ,2500,1, , , , , , , , , , , 
5,1,59,1,2,6,11,7,1,2023,4,1,1600,1,5,15.3, ,12.3, ,15.3, ,6,1, ,1
4,1,49,8,2,5,7,7,1,2018,2, ,3000,1, , , , , , , , , , , 
98,1,52,8,2,6,6,4,1,2023,1, ,1600,1, ,13, ,10.8, ,16.5, ,8,1,4,1
5,2,49,9,1,1,5,5,1,2014,1, ,1600, , , , , , , , , , , , 
98,1,54,1,2,5,13,13,1,2021,3, ,3500,3, , , , , , , , ,1, , 
98,2,46,8,2,5,9,4,1,2024,4,1,1600,1,7,16.3, ,18, ,17, ,8,4,5,1
98,2,37,5,2,4,5,2,1,2016,3, ,1700,1, , , , , , , , , , , 
98,2,33,8,1,1,4,4,1,2022,4,1,1600,1,5,15, ,18, ,19, ,10,3,1,1
3,1,69,9,2,6,8,5,1,2013,1, ,3300,1, , , , , , , , , , , 
2,1,62,15,2,7,6,3,1,2015,1, ,3300,1, , , , , , , , , , , 
1,2,48,1,2,4,13,11,1,2019,1, ,1600, , , , , , , , , , , , 
3,1,67,1,2,7,4,4,1,2013,1, ,3300,1, , , , , , , , , , , 
1,1,46,8,1,6,5,2,1,2023,3, ,1600,1, ,12.9, ,9.5, ,16, ,7,1,5,1
3,1,66,8,97,7,4,4,1,2018,1, ,1600, , , , , , , , , , , , 
98,1,43,8,2,4,10,10,1,2023,3, ,2200,1,9,8.4, ,7, ,10.9, ,4,1, ,1
3,1,53,4,2,6,7,3,1,2013,1, ,2000, , , , , , , , , , , , 
98,1,44,8,2,4,5,5,1,2019,3, ,1600,1, , , , , , , , , , , 
5,1,43,10,1,1,9,9,1,2023,1, ,2000,1, ,11.4, ,10.1, ,15.1, ,5,1,4,1
5,1,65,1,2,7,5,3,1,2021,4,1,2000, , , , , , , , , ,98, , 
5,1,54,1,2,6,10,7,1,2013,3, ,2000,1, , , , , , , , , , , 
5,1,72,2,2,6,10,10,1,2019,3, ,1800,1, , , , , , , , , , , 
1,2,53,8,2,6,10,3,1,2017,3, ,2200,2,5, , , , , , , , , , 
98,2,39,8,2,4,4,4,1,2022,3, ,3000,2,7,9.4, ,8.1, ,10, ,1,1,3, 
98,2,46,1,2,5,6,4,1,2013,3, ,2000,1, , , , , , , , , , , 
3,1,39,2,2,4,5,5,1,2013,3, ,2000,1,7, , , , , , , , , , 
98,1,59,1,2,6,11,6,1,2018,1, ,3300,1, , , , , , , , , , , 
2,1,54,8,2,5,6,4,1,2016,3, ,2200,1,5, , , , , , , , , , 
5,1,59,1,2,6,7,3,1,2021,1, ,1600, , ,12.1, ,12, ,18.2, ,8,1, ,1
4,1,39,11,2,4,6,6,1,2020,3, ,2200,1,6, , , , , , , , , , 
3,1,48,1,2,5,7,4,1,2018,3, ,1500, , , , , , , , , , , , 
98,1,58,2,2,6,6,6,1,2017,3, ,2000,1,7, , , , , , , , , , 
5,1,52,10,2,5,99,99,1,2024,1, ,1600,1, ,9.8, ,7.2, ,11.2, ,4,1, ,1
2,1,40,2,2,4,7,6,1,2017,1, ,1600, , , , , , , , , , , , 
4,1,46,1,2,5,6,5,1,2019,4,1,1600,1, , , , , , , , , , , 
98,2,33,11,2,4,3,98,1,2020,4,1,1600,1, , , , , , , , , , , 
98,2,48,17,1,1,5,5,1,2014,3, ,1800,1, , , , , , , , , , , 
4,1,51,8, , , , ,1,2015,3, ,2200,1,9, , , , , , , , , , 
98,1,68,2,2,7,10,10,1,2020,1, ,3400,3, , , , , , , , , , , 
5,1,51,8,2,3,7,7,1,2021,5, , , , , , , , , , , ,1,3,1
5,1,45,15,2,5,11,6,1,2019,1, ,2000,1, , , , , , , , , , , 
3,1,54,11,2,6,6,4,1,2016,1, ,1600, , , , , , , , , , , , 
98,2,44,3,1,7,4,4,1,2021,4,1,1600,1, , ,98,12.5, ,18.1, ,8,1, ,1
2,2,47,8,2,5,8,1,1,2017,1, ,2400,1, , , , , , , , , , , 
3,1,54,15,2,6,10,10,1,2013,2, ,2000, , , , , , , , , , , , 
1,1,43,8, , , , ,1,2020,3, ,1600,1, , , , , , , , , , , 
5,1,40,15,2,2,7,4,1,2015,1, ,1400,1, , , , , , , , , , , 
4,1,69,3,2,6,10,7,1,2014,1, ,2500,1, , , , , , , , , , , 
1,1,52,8, , , , ,1,2020,4,1,2000,1, , , , , , , , , , , 
98,1,45,6,2,5,11,10,1,2023,1, ,3000,3, ,7.9, ,5.1, ,9.6, ,7,3,4,2
4,1,54,9,1,1,5,5,1,2018,1, ,2200,1, , , , , , , , , , , 
98,1,44,12,1,1,1,1,1,2023,4,1,1600,1,5,15.2, ,15.5, ,20, ,10,4,1,1
98,1,53,7,2,6,11,10,1,2021,4,1,2500,1, ,17, ,22.6, ,19.9, ,10,4, , 
3,1,46,2,2,5,11,10,1,2014,2, ,2000, , , , , , , , , , , , 
1,1,57,8,2,6,7,4,1,2019,1, ,2000,1, , , , , , , , , , , 
3,2,37,5,2,4,4,98,1,2022,3, ,2200,1,7, ,98,11.1, ,17.6, ,7,1, , 
1,1,45,8,2,5,12,11,1,2022,3, ,2200,1,9,11, ,9, ,12.5, ,7,1,3, 
5,1,50,2,2,5,11,6,1,2022,4,1,1800,1, ,22.3, ,23.7, ,28.5, ,10,3,2,2
4,1,65,8, , , , ,1,2022,5, , , , , , , , , , , ,1,4, 
98,1,52,4,97,1,7,7,1,2021,4,2,2000,3, , ,98,11, ,15, ,8,1, ,2
98,1,43,10,2,5,11,5,1,2022,4,1,1600,1,6,15.7, ,17.6, ,19.6, ,9,1, , 
3,1,40,8,2,4,7,5,1,2019,3, ,2000,1, , , , , , , , , , , 
5,2,36,6,2,5,4,1,1,2022,5, , , , , , , , , , , ,1,3, 
5,2,48,9,2,5,4,1,1,2017,5, , , , , , , , , , , , , , 
98,1,67,8,2,7,12,4,1,2017,4,1,2400,1, , , , , , , , , , , 
2,1,46,14,2,5,6,6,1,2013,3, ,2000,1,7, , , , , , , , , , 
98,1,65,1,2,6,8,2,1,2016,3, ,1700,1, , , , , , , , , , , 
98,1,59,15,1,1,99,99,1,2020,4,2,3000,3, , , , , , , , , , , 
3,2,66,8,2,6,11,6,1,2017,1, ,2500,1, , , , , , , , , , , 
98,1,53,12,2,6,7,5,1,2024,4,1,1600,1,6,15.7, ,16.5, ,18, ,7,1,5,2
1,1,50,8,2,4,8,7,1,2016,4,1,2500,3, , , , , , , , , , , 
98,1,31,17,2,2,7,3,1,2024,4,1,1600,1, , ,98,14.1, ,18.9, ,9,4,5,1
2,1,53,1,2,5,8,6,1,2013,1, ,2000, , , , , , , , , , , , 
98,2,64,1,2,6,10,3,1,2015,1, ,1000, ,5, , , , , , , , , , 
98,1,69,3,2,7,4,4,1,2014,4,1,2000, , , , , , , , , , , , 
1,1,46,8,1,1,7,7,1,2013,4,1,2000, , , , , , , , , , , , 
2,2,42,8,2,3,5,3,1,2021,3, ,2000,1, ,14.5, ,14, ,20, ,8,5,1, 
3,1,49,4,2,3,5,4,1,2020,1, ,2500,1,5, , , , , , , , , , 
4,1,59,8,2,6,4,2,1,2013,3, ,2400,1,5, , , , , , , , , , 
5,1,57,9,2,6,8,3,1,2018,3, ,2000,1,5, , , , , , , , , , 
4,1,47,10,2,5,11,9,1,2020,4,2,2000,3, , , , , , , , , , , 
3,1,43,1,1,1,4,4,1,2018,3, ,2200,1,7, , , , , , , , , , 
4,1,39,1,2,2,6,4,1,2021,1, ,3000,1, , ,98,10, ,13, ,7,1, , 
5,1,49,8,2,4,9,6,1,2017,1, ,1500,3, , , , , , , , , , , 
98,2,61,8,97,6,3,3,1,2013,4,1,2000, , , , , , , , , , , , 
98,2,45,1,2,5,2,1,1,2024,1, ,2000,3, , ,98,9.6, ,13.8, ,6,98, , 
2,1,66,8, , , , ,1,2020,1, ,2500,3, , , , , , , , , , , 
4,1,45,8,2,5,6,5,1,2016,1, ,1500, , , , , , , , , , , , 
5,1,37,12,2,4,3,3,1,2023,1, ,3500,1,7, ,98,5.1, ,10.6, ,4,1, ,1
3,2,61,7,2,6,9,4,1,2018,1, ,1000, , , , , , , , , , , , 
2,1,62,1,2,7,10,8,1,2013,1, ,3300,1, , , , , , , , , , , 
4,2,41,1,2,4,10,3,1,2023,5, , , , , , , , , , , ,3, ,1
98,1,54,1,2,5,5,4,1,2024,5, , , , , , , , , , , ,1,3,2
3,2,46,8,2,5,11,5,1,2013,1, ,2000, , , , , , , , , , , , 
1,2,36,1,1,1,4,4,1,2014,1, ,1600, , , , , , , , , , , , 
3,2,55,10,97,6,6,2,1,2016,5, , , , , , , , , , , , , , 
5,1,40,15,2,4,5,4,1,2018,3, ,2200,1,5, , , , , , , , , , 
3,1,56,17,2,6,11,10,1,2021,1, ,2000,3, , ,98,8.2, ,12.3, ,7,3, , 
5,1,59,8,2,6,11,8,1,2019,1, ,2000,3, , , , , , , , , , , 
98,1,44,15,2,4,9,5,1,2022,3, ,2200,3,7,12.6, ,12.2, ,15.8, ,9,1,3, 
3,1,49,6,2,5,5,5,1,2019,1, ,1600, , , , , , , , , , , , 
3,1,38,8,2,4,4,4,1,2020,4,1,1600,1,6, , , , , , , , , , 
98,1,39,1,1,6,7,2,1,2016,1, ,1400, , , , , , , , , , , , 
4,1,53,1,2,6,6,6,1,2013,1, ,3500,1, , , , , , , , , , , 
2,1,68,5,2,7,3,3,1,2013,1, ,2400,1, , , , , , , , , , , 
3,1,38,6,2,5,5,4,1,2013,1, ,1600, , , , , , , , , , , , 
5,1,41,8,2,4,6,6,1,2024,3, ,2000,1, ,14.5, ,11, ,16, ,9,5,3, 
5,1,71,1,2,7,10,2,1,2022,1, ,1600,1, ,14.6, ,11.7, ,16.4, ,5,1, ,2
2,1,53,8,1,6,3,1,1,2019,3, ,2000,1,5, , , , , , , , , , 
98,1,65,8,2,7,10,10,1,2019,1, ,3800,3, , , , , , , , , , , 
4,1,57,3,2,6,6,5,1,2022,1, ,2500,1, , , , , , , , ,1,4, 
4,1,65,8,2,6,5,5,1,2021,4,1,2400,3, ,15.9, ,19.5, ,20.3, ,10,1, ,2
98,1,55,11,2,6,12,5,1,2022,2, ,3500,1, ,8, ,6, ,9.4, ,7,1, , 
5,1,47,8,2,3,10,5,1,2024,1, ,2000,1, ,11.6, ,11, ,17.4, ,10,2, ,1
1,1,59,4,2,6,8,8,1,2019,4,1,2400,1, , , , , , , , , , , 
98,1,65,8,2,7,11,8,1,2023,3, ,2200,1,7,10.8, ,10.1, ,12.9, ,9,1, ,1
2,1,58,15,2,6,5,3,1,2021,2, ,2000,1,5,12, ,6, ,8, ,8,1,4,1
98,1,40,13,2,4,7,7,1,2020,1, ,1000, , , , , , , , , , , , 
1,1,47,9,2,5,6,4,1,2014,1, ,1400, , , , , , , , , , , , 
2,1,40,2,2,4,6,3,1,2014,1, ,1600, , , , , , , , , , , , 
1,1,38,5,1,1,3,3,1,2017,4,1,1600, , , , , , , , , , , , 
98,1,47,1,2,5,9,5,1,2023,6, , ,1, , , , , , , , ,1, , 
4,1,27,12,1,6,3,1,1,2021,6, , ,1, , , , , , , , ,1,3,2
98,1,61,8,2,7,5,5,1,2020,1, ,3500,3,5, , , , , , , , , , 
1,1,40,2,1,1,4,4,1,2024,1, ,2500,1,5,8.4, ,4.8, ,11.3, ,5,1, ,2
2,1,66,2,2,6,10,6,1,2019,1, ,3000,1, , , , , , , , , , , 
2,1,58,1,2,6,4,4,1,2015,3, ,2000, , , , , , , , , , , , 
98,2,43,2,1,1,3,3,1,2016,1, ,1000, ,5, , , , , , , , , , 
98,2,51,1,2,5,9,98,1,2023,5, , , , , , , , , , , ,3, ,1
3,1,52,1,2,5,10,7,1,2013,2, ,2000, , , , , , , , , , , , 
5,2,31,3,1,6,7,2,1,2020,1, ,1000, ,5, , , , , , , , , , 
98,1,42,5,2,4,7,4,1,2023,1, ,2000,1, ,10.5, ,9.5, ,15.8, ,6,4, ,1
1,1,56,1,2,6,10,10,1,2013,3, ,2000,1, , , , , , , , , , , 
1,1,43,2,2,5,5,5,1,2016,2, ,2000,1,5, , , , , , , , , , 
4,2,32,1,2,4,4,98,1,2023,3, ,3000,3, , ,98,17.4, ,18, ,8,5, ,1
2,1,50,15,2,5,5,4,1,2023,3, ,2200,1,9,13, ,10.6, ,15.2, ,9,1, , 
98,2,52,1,2,5,7,3,1,2022,1, ,2500,3, , ,98,12.7, ,18.1, ,8,5,4,2
4,1,34,1,1,1,3,3,1,2021,1, ,1600, , , ,98,15.3, ,17.3, ,5,1, , 
4,1,34,1,1,1,3,3,1,2021,1, ,1600, , , ,98,15.3, ,17.5, ,5,1, , 
5,2,53,4,2,6,11,4,1,2018,3, ,2000,1, , , , , , , , , , , 
98,1,33,14,1,6,5,2,1,2023,2, ,2000, , ,13.6, ,20.4, ,20.4, ,9,1,4, 
4,1,43,1,2,5,6,6,1,2014,3, ,2000,1, , , , , , , , , , , 
2,1,54,1,2,6,9,7,1,2023,1, ,2000, , ,10.7, ,16.1, ,16.1, ,6,1, , 
5,1,21,1,1,6,99,2,1,2020,4,1,1600, , , , , , , , , , , , 
98,1,37,8,1,7,10,7,1,2020,1, ,2000,1, , , , , , , , , , , 
4,2,41,15,2,4,8,4,1,2015,3, ,2000,2,5, , , , , , , , , , 
4,1,59,7,2,6,4,3,1,2015,3, ,2000,1, , , , , , , , , , , 
98,1,55,1,2,6,10,7,1,2023,6, , ,1, , , , , , , , ,1,5,2
5,1,45,2,1,6,6,4,1,2020,3, ,2000,1, , , , , , , , , , , 
4,1,46,4,1,1,3,3,1,2021,1, ,1000,1, , , , , , , , ,1,4,1
98,1,67,15,2,6,4,3,1,2015,3, ,1700,1, , , , , , , , , , , 
98,1,69,2,2,7,6,5,1,2014,1, ,2400, , , , , , , , , , , , 
1,1,47,15,2,5,8,5,1,2016,3, ,2000,1,5, , , , , , , , , , 
5,2,53,1,97,6,5,5,1,2021,1, ,1000,1, , , , , , , , ,1,4, 
98,1,63,15,2,7,3,3,1,2018,1, ,3800,1, , , , , , , , , , , 
2,1,62,7,2,7,5,4,1,2019,3, ,2000,1,7, , , , , , , , , , 
4,1,68,7,2,7,4,4,1,2021,1, ,2400,1, ,11.9, ,7.8, ,15.2, ,5,1,4,1
4,1,51,6,1,1,7,7,1,2020,5, , , , , , , , , , , , , , 
98,1,48,14,2,5,3,3,1,2023,1, ,1500,1, ,11.1, ,8.3, ,15.6, ,6,1, , 
3,1,48,7,2,5,7,4,1,2013,3, ,3000,1,7, , , , , , , , , , 
3,1,66,6,2,3,4,4,1,2019,1, ,1600,1, , , , , , , , , , , 
